Time,C6_avg,psi6,V,S_cnn,S_param,Path,Step
529.9999,5.57333,0.99636,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,53
539.9999,5.57333,0.99593,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,54
549.9999,5.57333,0.99597,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,55
559.9999,5.57333,0.99634,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,56
569.9999,5.57333,0.99572,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,57
579.9999,5.57333,0.99511,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,58
589.9999,5.57333,0.99633,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,59
599.9999,5.57333,0.99683,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,60
609.9999,5.57333,0.9956,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,61
619.9999,5.57333,0.99583,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,62
629.9999,5.57333,0.99479,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,63
639.9999,5.57333,0.99661,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,64
649.9999,5.57333,0.99445,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,65
659.9999,5.57333,0.9958,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,66
669.9999,5.57333,0.99597,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,67
679.9999,5.57333,0.99537,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,68
689.9999,5.57333,0.99402,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,69
699.9999,5.57333,0.99535,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,70
709.9999,5.57333,0.99671,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,71
719.9999,5.57333,0.99599,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,72
729.9999,5.57333,0.99637,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,73
739.9999,5.57333,0.99599,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,74
749.9999,5.57333,0.99317,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,75
759.9999,5.57333,0.99535,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,76
769.9999,5.57333,0.99649,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,77
779.9999,5.57333,0.99625,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,78
789.9999,5.57333,0.9951,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,79
799.9999,5.57333,0.99379,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,80
809.9999,5.57333,0.99552,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,81
819.9999,5.57333,0.99646,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,82
829.9999,5.57333,0.99517,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,83
839.9999,5.57333,0.99579,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,84
849.9999,5.57333,0.99621,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,85
859.9999,5.57333,0.99536,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,86
869.9999,5.57333,0.99594,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,87
879.9999,5.57333,0.99425,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,88
889.9999,5.57333,0.997,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,89
899.9999,5.57333,0.99575,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,90
909.9999,5.57333,0.99465,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,91
919.9999,5.57333,0.99354,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,92
929.9999,5.57333,0.99643,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,93
939.9999,5.57333,0.99528,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,94
949.9999,5.57333,0.99568,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,95
959.9999,5.57333,0.99589,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,96
969.9999,5.57333,0.99626,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,97
979.9999,5.57333,0.99415,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,98
989.9999,5.57333,0.99563,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,99
999.9999,5.57333,0.99559,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T4,100
119.9999,5.46667,0.82395,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,12
129.9999,5.42,0.83545,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,13
139.9999,5.42667,0.85049,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,14
159.9999,5.44667,0.92758,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,16
209.9999,5.55333,0.99505,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,21
349.9999,5.56,0.99407,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,35
459.9999,5.56,0.99628,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,46
479.9999,5.56,0.99467,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,48
489.9999,5.56,0.99676,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,49
499.9999,5.56,0.99517,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,50
509.9999,5.56,0.99517,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,51
519.9999,5.56,0.99465,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,52
539.9999,5.56,0.99321,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,54
549.9999,5.56,0.99509,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,55
559.9999,5.56,0.99475,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,56
569.9999,5.56,0.99463,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,57
579.9999,5.56,0.99525,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,58
589.9999,5.56,0.99462,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,59
619.9999,5.56,0.99351,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,62
629.9999,5.56,0.99332,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,63
639.9999,5.56,0.99718,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,64
659.9999,5.56,0.99499,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,66
719.9999,5.56,0.99496,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,72
729.9999,5.56,0.9958,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,73
739.9999,5.56,0.99516,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,74
749.9999,5.56,0.99418,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,75
759.9999,5.56,0.9937,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,76
899.9999,5.56,0.99441,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,90
919.9999,5.56,0.99461,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,92
929.9999,5.56,0.99424,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,93
939.9999,5.56,0.99409,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,94
949.9999,5.56,0.99579,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,95
959.9999,5.56,0.99409,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,96
969.9999,5.56,0.99486,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T9,97
109.9999,5.29333,0.7289,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T11,11
119.9999,5.34667,0.80009,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T11,12
129.9999,5.36667,0.83854,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T11,13
139.9999,5.3933300000000015,0.8406399999999999,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T11,14
109.9999,5.29333,0.7289,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T6,11
119.9999,5.34667,0.80009,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T6,12
129.9999,5.36667,0.83854,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T6,13
139.9999,5.3933300000000015,0.8406399999999999,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T6,14
189.9999,5.5,0.96976,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,19
199.9999,5.53333,0.99633,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,20
219.9999,5.53333,0.99437,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,22
299.9999,5.53333,0.99561,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,30
309.9999,5.53333,0.99436,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,31
359.9999,5.53333,0.99473,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,36
559.9999,5.53333,0.99464,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,56
579.9999,5.53333,0.99579,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,58
679.9999,5.53333,0.99556,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,68
709.9999,5.53333,0.9964,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,71
769.9999,5.53333,0.99479,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,77
789.9999,5.53333,0.99486,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,79
809.9999,5.53333,0.99599,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,81
819.9999,5.53333,0.99434,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,82
829.9999,5.53333,0.99237,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,83
839.9999,5.53333,0.99629,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,84
869.9999,5.53333,0.99382,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,87
959.9999,5.53333,0.99172,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,96
969.9999,5.53333,0.99541,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,97
979.9999,5.526669999999998,0.99319,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,98
989.9999,5.52,0.98789,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,99
999.9999,5.54,0.99492,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T15,100
29.9999,5.486669999999998,0.9681,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T19,3
49.9999,5.54,0.99616,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T19,5
59.9999,5.54,0.995,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T19,6
39.9999,5.4,0.8783799999999999,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T22,4
99.9999,5.40667,0.92968,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,10
109.9999,5.52,0.99513,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,11
119.9999,5.52,0.99574,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,12
129.9999,5.52,0.98978,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,13
139.9999,5.52,0.99537,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,14
149.9999,5.52,0.99286,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,15
159.9999,5.52,0.99427,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,16
169.9999,5.50667,0.98518,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,17
179.9999,5.526669999999998,0.99494,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,18
189.9999,5.526669999999998,0.99589,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,19
199.9999,5.526669999999998,0.99244,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,20
209.9999,5.526669999999998,0.99317,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,21
219.9999,5.526669999999998,0.99635,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,22
229.9999,5.526669999999998,0.99241,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,23
239.9999,5.526669999999998,0.99331,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,24
249.9999,5.526669999999998,0.99512,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,25
259.9999,5.526669999999998,0.99623,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,26
269.9999,5.50667,0.98618,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,27
279.9999,5.526669999999998,0.99224,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,28
289.9999,5.526669999999998,0.9946,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,29
299.9999,5.526669999999998,0.99324,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,30
309.9999,5.526669999999998,0.99584,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,31
319.9999,5.526669999999998,0.99176,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,32
329.9999,5.526669999999998,0.99267,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,33
339.9999,5.526669999999998,0.99567,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,34
349.9999,5.526669999999998,0.9952,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,35
359.9999,5.526669999999998,0.99397,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,36
369.9999,5.526669999999998,0.99351,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,37
379.9999,5.526669999999998,0.99261,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,38
389.9999,5.526669999999998,0.9946,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,39
399.9999,5.526669999999998,0.99281,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,40
409.9999,5.526669999999998,0.99519,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,41
419.9999,5.526669999999998,0.99606,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,42
429.9999,5.526669999999998,0.99374,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,43
439.9999,5.526669999999998,0.99593,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,44
449.9999,5.526669999999998,0.99275,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,45
459.9999,5.526669999999998,0.99395,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,46
469.9999,5.526669999999998,0.99244,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,47
479.9999,5.526669999999998,0.99485,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,48
489.9999,5.526669999999998,0.99391,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,49
499.9999,5.526669999999998,0.99518,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,50
509.9999,5.526669999999998,0.99275,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,51
519.9999,5.526669999999998,0.99494,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,52
529.9999,5.526669999999998,0.99511,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,53
539.9999,5.52,0.99037,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,54
549.9999,5.526669999999998,0.99459,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,55
559.9999,5.526669999999998,0.99544,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,56
569.9999,5.526669999999998,0.99468,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,57
579.9999,5.526669999999998,0.99539,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,58
589.9999,5.526669999999998,0.99529,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,59
599.9999,5.526669999999998,0.99467,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,60
609.9999,5.526669999999998,0.99256,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,61
619.9999,5.526669999999998,0.99445,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,62
629.9999,5.526669999999998,0.99504,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,63
639.9999,5.526669999999998,0.99415,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,64
649.9999,5.526669999999998,0.99432,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,65
659.9999,5.526669999999998,0.99223,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,66
669.9999,5.526669999999998,0.99121,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,67
679.9999,5.526669999999998,0.99399,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,68
689.9999,5.50667,0.98843,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,69
699.9999,5.526669999999998,0.99395,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,70
709.9999,5.526669999999998,0.99209,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,71
719.9999,5.50667,0.98832,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,72
729.9999,5.526669999999998,0.99177,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,73
739.9999,5.526669999999998,0.99453,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,74
749.9999,5.526669999999998,0.99365,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,75
759.9999,5.526669999999998,0.99475,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,76
769.9999,5.526669999999998,0.99111,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,77
779.9999,5.526669999999998,0.99065,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,78
789.9999,5.526669999999998,0.99325,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,79
799.9999,5.526669999999998,0.99224,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,80
809.9999,5.526669999999998,0.99473,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,81
819.9999,5.526669999999998,0.99115,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,82
829.9999,5.526669999999998,0.99477,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,83
839.9999,5.50667,0.98887,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,84
849.9999,5.52,0.99393,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,85
859.9999,5.50667,0.98967,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,86
869.9999,5.526669999999998,0.99563,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,87
879.9999,5.526669999999998,0.99385,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,88
889.9999,5.526669999999998,0.99532,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,89
899.9999,5.526669999999998,0.99594,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,90
909.9999,5.526669999999998,0.99448,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,91
919.9999,5.526669999999998,0.99565,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,92
929.9999,5.526669999999998,0.99445,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,93
939.9999,5.526669999999998,0.99451,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,94
949.9999,5.526669999999998,0.99412,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,95
959.9999,5.526669999999998,0.99361,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,96
969.9999,5.526669999999998,0.99541,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,97
979.9999,5.526669999999998,0.99591,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,98
989.9999,5.526669999999998,0.99514,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,99
999.9999,5.526669999999998,0.99625,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T13,100
149.9999,5.3,0.54983,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T24,15
199.9999,5.29333,0.55455,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T24,20
209.9999,5.3133300000000006,0.5654,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T24,21
229.9999,5.3133300000000006,0.60148,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T24,23
239.9999,5.34,0.62169,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T24,24
249.9999,5.3133300000000006,0.64179,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T24,25
259.9999,5.32,0.64256,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T24,26
