Time,C6_avg,psi6,V,S_cnn,S_param,Path,Step
269.9999,5.3533300000000015,0.66868,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T24,27
279.9999,5.33333,0.6650699999999999,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T24,28
289.9999,5.36,0.65992,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T24,29
299.9999,5.34,0.67276,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T24,30
309.9999,5.36,0.69108,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T24,31
319.9999,5.36,0.7145699999999999,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T24,32
329.9999,5.36667,0.74078,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T24,33
339.9999,5.36667,0.765,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T24,34
349.9999,5.36667,0.7790199999999999,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T24,35
359.9999,5.45333,0.87944,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T24,36
129.9999,5.1066699999999985,0.32028,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,13
139.9999,5.07333,0.30909000000000003,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,14
149.9999,5.13333,0.30938000000000004,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,15
169.9999,5.13333,0.34338,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,17
179.9999,5.11333,0.32601,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,18
199.9999,5.12667,0.33296,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,20
219.9999,5.14,0.3331,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,22
239.9999,5.2,0.32386,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,24
249.9999,5.21333,0.31757,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,25
259.9999,5.22,0.3291,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,26
269.9999,5.22,0.31304,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,27
279.9999,5.21333,0.32187,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,28
289.9999,5.21333,0.3132,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,29
299.9999,5.22667,0.30837,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,30
309.9999,5.18,0.28633000000000003,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,31
319.9999,5.16667,0.28562,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,32
329.9999,5.1466699999999985,0.26157,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,33
339.9999,5.1066699999999985,0.25919000000000003,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,34
349.9999,5.11333,0.25135,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,35
359.9999,5.17333,0.25489,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,36
369.9999,5.18667,0.25779,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,37
379.9999,5.11333,0.24423000000000006,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,38
389.9999,5.13333,0.23668000000000006,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,39
399.9999,5.13333,0.2356,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,40
409.9999,5.11333,0.24324,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,41
419.9999,5.15333,0.25552,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,42
429.9999,5.16,0.26745,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,43
439.9999,5.14,0.25973,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,44
449.9999,5.11333,0.25302,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,45
459.9999,5.13333,0.25563,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,46
469.9999,5.15333,0.25279,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,47
479.9999,5.16667,0.26714,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,48
489.9999,5.1466699999999985,0.25251,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,49
499.9999,5.21333,0.2789,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,50
509.9999,5.16667,0.27474,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,51
519.9999,5.17333,0.27194,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,52
529.9999,5.16667,0.25866,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,53
539.9999,5.18,0.24591,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,54
549.9999,5.19333,0.25674,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,55
559.9999,5.17333,0.2677,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,56
569.9999,5.16,0.25943,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,57
579.9999,5.1466699999999985,0.2601,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,58
589.9999,5.13333,0.26083,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,59
599.9999,5.16667,0.25317,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,60
619.9999,5.16667,0.25468,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,62
629.9999,5.17333,0.26623,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,63
639.9999,5.2,0.28222,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,64
649.9999,5.22667,0.28775,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,65
659.9999,5.20667,0.28937,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,66
669.9999,5.1466699999999985,0.27724,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,67
679.9999,5.17333,0.27585,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,68
719.9999,5.19333,0.26988,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,72
739.9999,5.16667,0.27569,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,74
749.9999,5.16667,0.26985,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,75
759.9999,5.17333,0.27872,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,76
769.9999,5.14,0.26668000000000003,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,77
779.9999,5.17333,0.27314,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,78
799.9999,5.15333,0.2656,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,80
809.9999,5.16,0.27042,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,81
819.9999,5.16667,0.25591,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,82
829.9999,5.17333,0.2845,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,83
879.9999,5.16667,0.26875,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,88
889.9999,5.13333,0.26312,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,89
909.9999,5.15333,0.26019000000000003,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,91
919.9999,5.16,0.25787,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,92
929.9999,5.1466699999999985,0.2547,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,93
939.9999,5.22,0.27956,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,94
969.9999,5.18667,0.25316,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,97
989.9999,5.1466699999999985,0.24258,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T3,99
109.9999,5.29333,0.7289,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T1,11
119.9999,5.34667,0.80009,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T1,12
129.9999,5.36667,0.83854,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T1,13
139.9999,5.3933300000000015,0.8406399999999999,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T1,14
69.9999,5.20667,0.57443,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T17,7
79.9999,5.22,0.6090899999999999,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T17,8
89.9999,5.26667,0.62839,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T17,9
99.9999,5.32,0.67205,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T17,10
109.9999,5.3533300000000015,0.67709,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T17,11
119.9999,5.3133300000000006,0.70296,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T17,12
129.9999,5.30667,0.74758,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T17,13
139.9999,5.32667,0.79132,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T17,14
149.9999,5.37333,0.8257,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T17,15
159.9999,5.34667,0.8193,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T17,16
169.9999,5.37333,0.82426,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T17,17
179.9999,5.3933300000000015,0.8310700000000001,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T17,18
189.9999,5.3933300000000015,0.83673,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T17,19
199.9999,5.3933300000000015,0.8447,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T17,20
209.9999,5.3933300000000015,0.83809,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T17,21
219.9999,5.38667,0.8488,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T17,22
229.9999,5.3533300000000015,0.84225,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T17,23
239.9999,5.4,0.8595,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T17,24
249.9999,5.42667,0.89502,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T17,25
109.9999,5.3,0.43226,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,11
119.9999,5.26,0.41463,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,12
129.9999,5.2733300000000005,0.42825,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,13
139.9999,5.3,0.42847,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,14
149.9999,5.25333,0.44453,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,15
159.9999,5.26,0.44932,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,16
169.9999,5.25333,0.44146,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,17
179.9999,5.26,0.44984,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,18
189.9999,5.26667,0.4471600000000001,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,19
199.9999,5.26667,0.4481600000000001,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,20
209.9999,5.3,0.46683,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,21
219.9999,5.2733300000000005,0.45673,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,22
229.9999,5.26667,0.44533,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,23
239.9999,5.28,0.44119,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,24
249.9999,5.28,0.45237,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,25
259.9999,5.29333,0.4719600000000001,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,26
269.9999,5.28667,0.45682,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,27
279.9999,5.28667,0.46493,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,28
289.9999,5.28667,0.46233,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,29
299.9999,5.28,0.46359,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,30
309.9999,5.28,0.44752,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,31
319.9999,5.2733300000000005,0.46261,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,32
329.9999,5.28667,0.46134,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,33
339.9999,5.2733300000000005,0.46734,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,34
349.9999,5.3,0.46062,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,35
359.9999,5.29333,0.46094,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,36
369.9999,5.28667,0.45444,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,37
379.9999,5.29333,0.46569,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,38
389.9999,5.29333,0.45563,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,39
399.9999,5.28667,0.46006,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,40
409.9999,5.28,0.47706,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,41
419.9999,5.2733300000000005,0.46292,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,42
429.9999,5.29333,0.4692,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,43
439.9999,5.3,0.45193,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,44
449.9999,5.28667,0.45398,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,45
459.9999,5.28,0.46358,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,46
469.9999,5.3,0.47088,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,47
479.9999,5.2733300000000005,0.45153,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,48
489.9999,5.26667,0.45124,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,49
499.9999,5.26667,0.45229,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,50
509.9999,5.28,0.4533,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,51
519.9999,5.28667,0.44934,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,52
529.9999,5.28,0.44439,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,53
539.9999,5.28667,0.4424,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,54
549.9999,5.29333,0.45878,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,55
559.9999,5.28667,0.46322,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,56
569.9999,5.28,0.47461,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,57
579.9999,5.28667,0.46512,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,58
589.9999,5.28667,0.46504,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,59
599.9999,5.28667,0.46555,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,60
609.9999,5.28667,0.46434,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,61
619.9999,5.2733300000000005,0.45968,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,62
629.9999,5.25333,0.43569,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,63
639.9999,5.28,0.46568,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,64
649.9999,5.28,0.46115,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,65
659.9999,5.28,0.46357,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,66
669.9999,5.28,0.45311,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,67
679.9999,5.26667,0.45477,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,68
689.9999,5.26667,0.45268,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,69
699.9999,5.2733300000000005,0.47071,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,70
709.9999,5.26,0.45205,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,71
719.9999,5.28667,0.45036,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,72
729.9999,5.28,0.46587,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,73
739.9999,5.28667,0.45805,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,74
749.9999,5.2733300000000005,0.46873,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,75
759.9999,5.28,0.45764,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,76
769.9999,5.28667,0.4494,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,77
779.9999,5.28,0.45636,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,78
789.9999,5.28,0.45847,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,79
799.9999,5.28,0.45915,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,80
809.9999,5.2733300000000005,0.4654100000000001,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,81
819.9999,5.2733300000000005,0.4656,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,82
829.9999,5.29333,0.46578,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,83
839.9999,5.28667,0.4612,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,84
849.9999,5.28,0.46111,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,85
859.9999,5.28,0.45759,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,86
869.9999,5.28,0.45637,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,87
879.9999,5.2733300000000005,0.46027,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,88
889.9999,5.2733300000000005,0.4621,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,89
899.9999,5.28667,0.4687,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,90
909.9999,5.2733300000000005,0.46006,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,91
919.9999,5.28,0.4559,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,92
929.9999,5.2733300000000005,0.47432,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,93
939.9999,5.26667,0.4544,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,94
949.9999,5.2733300000000005,0.45359,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,95
959.9999,5.28,0.47273,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,96
969.9999,5.2733300000000005,0.45533,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,97
979.9999,5.28667,0.45604,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,98
989.9999,5.29333,0.45651,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,99
999.9999,5.29333,0.45549,4.0,2.0,1.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T2,100
59.9999,5.46,0.9145,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,6
69.9999,5.513330000000002,0.98968,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,7
79.9999,5.513330000000002,0.99399,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,8
89.9999,5.513330000000002,0.99643,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,9
99.9999,5.513330000000002,0.99527,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,10
109.9999,5.513330000000002,0.996,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,11
119.9999,5.513330000000002,0.99551,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,12
129.9999,5.513330000000002,0.99419,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,13
149.9999,5.513330000000002,0.99442,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,15
169.9999,5.513330000000002,0.99436,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,17
259.9999,5.49333,0.98889,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,26
269.9999,5.513330000000002,0.99493,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,27
279.9999,5.513330000000002,0.99555,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,28
289.9999,5.513330000000002,0.99564,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,29
299.9999,5.513330000000002,0.9944,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,30
309.9999,5.513330000000002,0.99398,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,31
319.9999,5.513330000000002,0.99627,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,32
329.9999,5.513330000000002,0.99414,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,33
339.9999,5.513330000000002,0.99557,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,34
349.9999,5.513330000000002,0.99339,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,35
359.9999,5.513330000000002,0.99591,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,36
379.9999,5.513330000000002,0.99557,4.0,1.0,2.0,/home/lizano/Documents/CSA-Loop/SNN/DS/V4/10s/T16,38
