,S-1,S-2,S-3,S-4,V
631,1.0,1.0,1.0,1.0,3.0
632,1.0,1.0,1.0,1.0,3.0
633,1.0,1.0,1.0,1.0,3.0
634,1.0,1.0,1.0,1.0,3.0
635,1.0,0.0,1.0,1.0,3.0
636,1.0,1.0,1.0,0.0,3.0
637,1.0,1.0,1.0,1.0,3.0
638,1.0,1.0,1.0,1.0,3.0
639,1.0,1.0,1.0,1.0,3.0
640,1.0,1.0,1.0,1.0,3.0
641,1.0,1.0,1.0,1.0,3.0
642,1.0,1.0,1.0,1.0,3.0
643,1.0,1.0,1.0,1.0,3.0
644,1.0,1.0,1.0,1.0,3.0
645,1.0,1.0,1.0,1.0,3.0
646,1.0,1.0,1.0,1.0,3.0
647,1.0,1.0,1.0,1.0,3.0
648,1.0,1.0,1.0,1.0,3.0
649,1.0,1.0,1.0,1.0,3.0
650,1.0,1.0,1.0,1.0,3.0
651,1.0,1.0,1.0,1.0,3.0
652,1.0,1.0,1.0,1.0,3.0
653,1.0,1.0,1.0,1.0,3.0
654,1.0,1.0,1.0,1.0,3.0
655,1.0,1.0,1.0,1.0,3.0
656,1.0,1.0,1.0,1.0,3.0
657,1.0,1.0,1.0,1.0,3.0
658,1.0,1.0,1.0,1.0,3.0
659,1.0,1.0,1.0,1.0,3.0
660,1.0,1.0,1.0,1.0,3.0
661,1.0,1.0,1.0,1.0,3.0
662,0.0,1.0,1.0,1.0,3.0
663,0.0,0.0,1.0,1.0,3.0
664,1.0,0.0,0.0,1.0,3.0
665,0.0,1.0,0.0,0.0,3.0
666,1.0,0.0,1.0,0.0,3.0
667,1.0,1.0,0.0,1.0,3.0
668,1.0,1.0,1.0,0.0,3.0
669,0.0,0.0,0.0,0.0,1.0
670,0.0,0.0,0.0,0.0,1.0
671,0.0,0.0,0.0,0.0,1.0
672,0.0,0.0,0.0,0.0,1.0
673,0.0,0.0,0.0,0.0,1.0
674,0.0,0.0,0.0,0.0,1.0
675,0.0,0.0,0.0,0.0,1.0
676,0.0,0.0,0.0,0.0,1.0
677,0.0,0.0,0.0,0.0,1.0
678,0.0,0.0,0.0,0.0,1.0
679,0.0,0.0,0.0,0.0,1.0
680,0.0,0.0,0.0,0.0,1.0
681,0.0,0.0,0.0,0.0,1.0
682,0.0,0.0,0.0,0.0,1.0
683,0.0,0.0,0.0,0.0,1.0
684,0.0,0.0,0.0,0.0,1.0
685,0.0,0.0,0.0,0.0,1.0
686,0.0,0.0,0.0,0.0,1.0
687,0.0,0.0,0.0,0.0,1.0
688,0.0,0.0,0.0,0.0,1.0
689,0.0,0.0,0.0,0.0,1.0
690,0.0,0.0,0.0,0.0,1.0
691,0.0,0.0,0.0,0.0,1.0
692,0.0,0.0,0.0,0.0,1.0
693,0.0,0.0,0.0,0.0,1.0
694,0.0,0.0,0.0,0.0,1.0
695,0.0,0.0,0.0,0.0,1.0
696,0.0,0.0,0.0,0.0,1.0
697,0.0,0.0,0.0,0.0,1.0
698,0.0,0.0,0.0,0.0,1.0
699,0.0,0.0,0.0,0.0,1.0
700,0.0,0.0,0.0,0.0,1.0
701,0.0,0.0,0.0,0.0,1.0
702,0.0,0.0,0.0,0.0,1.0
703,0.0,0.0,0.0,0.0,1.0
704,0.0,0.0,0.0,0.0,1.0
705,0.0,0.0,0.0,0.0,1.0
706,0.0,0.0,0.0,0.0,1.0
707,0.0,0.0,0.0,0.0,1.0
708,0.0,0.0,0.0,0.0,1.0
709,0.0,0.0,0.0,0.0,1.0
710,0.0,0.0,0.0,0.0,1.0
711,0.0,0.0,0.0,0.0,1.0
712,0.0,0.0,0.0,0.0,1.0
713,0.0,0.0,0.0,0.0,1.0
714,0.0,0.0,0.0,0.0,1.0
715,0.0,0.0,0.0,0.0,1.0
716,0.0,0.0,0.0,0.0,1.0
717,0.0,0.0,0.0,0.0,1.0
718,0.0,0.0,0.0,0.0,1.0
719,0.0,0.0,0.0,0.0,1.0
720,1.0,1.0,1.0,1.0,4.0
721,1.0,1.0,1.0,1.0,4.0
722,1.0,1.0,1.0,1.0,4.0
723,1.0,1.0,1.0,1.0,4.0
724,1.0,1.0,1.0,1.0,4.0
725,1.0,1.0,1.0,1.0,4.0
726,1.0,1.0,1.0,1.0,4.0
727,1.0,1.0,1.0,1.0,4.0
728,1.0,1.0,1.0,1.0,4.0
729,1.0,1.0,1.0,1.0,4.0
730,1.0,1.0,1.0,1.0,4.0
731,1.0,1.0,1.0,1.0,4.0
732,1.0,1.0,1.0,1.0,4.0
733,1.0,1.0,1.0,1.0,4.0
734,1.0,1.0,1.0,1.0,4.0
735,1.0,1.0,1.0,1.0,4.0
736,1.0,1.0,1.0,1.0,4.0
737,1.0,1.0,1.0,1.0,4.0
738,1.0,1.0,1.0,1.0,4.0
739,1.0,1.0,1.0,1.0,4.0
740,1.0,1.0,1.0,1.0,4.0
741,1.0,1.0,1.0,1.0,4.0
742,1.0,1.0,1.0,1.0,4.0
743,1.0,1.0,1.0,1.0,4.0
744,1.0,1.0,1.0,1.0,4.0
745,1.0,1.0,1.0,1.0,4.0
746,1.0,1.0,1.0,1.0,4.0
747,1.0,1.0,1.0,1.0,4.0
748,1.0,1.0,1.0,1.0,4.0
749,1.0,1.0,1.0,1.0,4.0
750,1.0,1.0,1.0,1.0,4.0
751,1.0,1.0,1.0,1.0,4.0
752,1.0,1.0,1.0,1.0,4.0
753,1.0,1.0,1.0,1.0,4.0
754,2.0,1.0,1.0,1.0,4.0
755,1.0,1.0,1.0,2.0,4.0
756,1.0,1.0,1.0,1.0,4.0
757,1.0,1.0,1.0,1.0,4.0
758,1.0,1.0,1.0,1.0,4.0
759,1.0,1.0,1.0,1.0,4.0
760,1.0,1.0,1.0,1.0,4.0
761,1.0,1.0,1.0,1.0,4.0
762,1.0,1.0,1.0,1.0,4.0
763,1.0,1.0,1.0,1.0,4.0
764,1.0,1.0,1.0,1.0,4.0
765,1.0,1.0,1.0,1.0,4.0
766,1.0,1.0,1.0,1.0,4.0
767,1.0,1.0,1.0,1.0,4.0
768,1.0,1.0,1.0,1.0,4.0
769,1.0,1.0,1.0,1.0,4.0
770,1.0,1.0,1.0,1.0,4.0
771,1.0,1.0,1.0,1.0,4.0
772,1.0,1.0,1.0,1.0,4.0
773,1.0,1.0,1.0,1.0,4.0
774,1.0,1.0,1.0,1.0,4.0
775,1.0,1.0,1.0,1.0,4.0
776,1.0,1.0,1.0,1.0,4.0
777,1.0,1.0,1.0,1.0,4.0
778,1.0,1.0,1.0,1.0,4.0
779,1.0,1.0,1.0,1.0,4.0
780,1.0,1.0,1.0,1.0,4.0
781,1.0,1.0,1.0,1.0,4.0
782,1.0,1.0,1.0,1.0,4.0
783,1.0,1.0,1.0,1.0,4.0
784,1.0,1.0,1.0,1.0,4.0
785,1.0,1.0,1.0,1.0,4.0
786,1.0,1.0,1.0,1.0,4.0
787,1.0,1.0,1.0,1.0,4.0
788,0.0,0.0,0.0,0.0,2.0
789,0.0,0.0,0.0,0.0,2.0
790,0.0,0.0,0.0,0.0,2.0
791,0.0,0.0,0.0,0.0,2.0
792,0.0,0.0,0.0,0.0,2.0
793,0.0,0.0,0.0,0.0,2.0
794,0.0,0.0,0.0,0.0,2.0
795,0.0,0.0,0.0,0.0,2.0
796,0.0,0.0,0.0,0.0,2.0
797,0.0,0.0,0.0,0.0,2.0
798,0.0,0.0,0.0,0.0,2.0
799,0.0,0.0,0.0,0.0,2.0
800,0.0,0.0,0.0,0.0,2.0
801,0.0,0.0,0.0,0.0,2.0
802,0.0,0.0,0.0,0.0,2.0
803,0.0,0.0,0.0,0.0,2.0
804,0.0,0.0,0.0,0.0,2.0
805,0.0,0.0,0.0,0.0,2.0
806,0.0,0.0,0.0,0.0,2.0
807,0.0,0.0,0.0,0.0,2.0
808,0.0,0.0,0.0,0.0,2.0
809,0.0,0.0,0.0,0.0,2.0
810,0.0,0.0,0.0,0.0,2.0
811,0.0,0.0,0.0,0.0,2.0
812,0.0,0.0,0.0,0.0,2.0
813,0.0,0.0,0.0,0.0,3.0
814,0.0,0.0,0.0,0.0,3.0
815,0.0,0.0,0.0,0.0,3.0
816,0.0,0.0,0.0,0.0,3.0
817,0.0,1.0,0.0,0.0,3.0
818,0.0,0.0,1.0,0.0,3.0
819,1.0,0.0,0.0,1.0,3.0
820,0.0,1.0,1.0,0.0,3.0
821,0.0,0.0,1.0,1.0,3.0
822,1.0,0.0,0.0,1.0,3.0
823,0.0,1.0,0.0,0.0,3.0
824,0.0,0.0,0.0,1.0,3.0
825,1.0,1.0,0.0,0.0,3.0
826,0.0,1.0,1.0,0.0,3.0
827,0.0,0.0,1.0,1.0,3.0
828,0.0,0.0,0.0,1.0,3.0
829,1.0,1.0,0.0,0.0,3.0
830,0.0,1.0,1.0,0.0,3.0
831,0.0,0.0,1.0,1.0,3.0
832,0.0,0.0,0.0,1.0,3.0
833,1.0,1.0,0.0,0.0,3.0
834,1.0,1.0,1.0,1.0,3.0
835,1.0,1.0,1.0,1.0,3.0
836,1.0,1.0,1.0,1.0,3.0
837,1.0,1.0,1.0,1.0,3.0
838,1.0,1.0,1.0,1.0,3.0
839,1.0,1.0,1.0,1.0,3.0
840,1.0,1.0,1.0,1.0,3.0
841,1.0,1.0,1.0,1.0,3.0
842,1.0,1.0,1.0,1.0,3.0
843,0.0,1.0,1.0,1.0,3.0
844,1.0,0.0,1.0,1.0,3.0
845,1.0,1.0,1.0,0.0,3.0
846,1.0,1.0,1.0,1.0,3.0
847,1.0,1.0,1.0,1.0,3.0
848,0.0,1.0,1.0,1.0,3.0
849,1.0,1.0,0.0,1.0,3.0
850,1.0,1.0,1.0,0.0,3.0
851,1.0,1.0,1.0,1.0,3.0
852,1.0,1.0,1.0,1.0,3.0
853,1.0,1.0,1.0,1.0,3.0
854,1.0,1.0,1.0,1.0,3.0
855,1.0,1.0,1.0,1.0,3.0
856,1.0,0.0,1.0,1.0,3.0
857,1.0,1.0,1.0,1.0,3.0
858,1.0,1.0,1.0,1.0,3.0
859,1.0,1.0,1.0,1.0,3.0
860,0.0,1.0,1.0,1.0,3.0
861,0.0,0.0,1.0,1.0,3.0
862,0.0,0.0,0.0,0.0,3.0
863,0.0,0.0,0.0,0.0,3.0
864,0.0,0.0,0.0,0.0,3.0
865,1.0,1.0,0.0,0.0,3.0
866,1.0,1.0,1.0,0.0,3.0
867,1.0,1.0,1.0,1.0,4.0
868,1.0,1.0,1.0,1.0,4.0
869,1.0,1.0,1.0,1.0,4.0
870,1.0,1.0,1.0,1.0,4.0
871,1.0,1.0,1.0,1.0,4.0
872,1.0,1.0,1.0,1.0,4.0
873,2.0,1.0,1.0,1.0,4.0
874,2.0,2.0,1.0,1.0,4.0
875,2.0,2.0,2.0,1.0,4.0
876,1.0,2.0,2.0,2.0,4.0
877,2.0,1.0,2.0,2.0,4.0
878,2.0,2.0,1.0,2.0,4.0
879,1.0,2.0,2.0,1.0,4.0
880,2.0,1.0,2.0,2.0,4.0
881,1.0,2.0,1.0,2.0,4.0
882,2.0,1.0,2.0,1.0,4.0
883,1.0,2.0,1.0,2.0,4.0
884,2.0,1.0,2.0,1.0,4.0
885,2.0,2.0,1.0,2.0,4.0
886,2.0,2.0,2.0,1.0,4.0
887,2.0,2.0,2.0,2.0,4.0
888,2.0,2.0,2.0,2.0,4.0
889,2.0,2.0,2.0,2.0,4.0
890,2.0,2.0,2.0,2.0,4.0
891,2.0,2.0,2.0,2.0,4.0
892,2.0,2.0,2.0,2.0,4.0
893,2.0,2.0,2.0,2.0,4.0
894,2.0,2.0,2.0,2.0,4.0
895,2.0,2.0,2.0,2.0,4.0
896,2.0,2.0,2.0,2.0,4.0
897,2.0,2.0,2.0,2.0,4.0
898,2.0,2.0,2.0,2.0,4.0
899,2.0,2.0,2.0,2.0,4.0
900,2.0,2.0,2.0,2.0,4.0
901,2.0,2.0,2.0,2.0,4.0
902,2.0,2.0,2.0,2.0,4.0
903,2.0,2.0,2.0,2.0,4.0
904,2.0,2.0,2.0,2.0,4.0
905,2.0,2.0,2.0,2.0,4.0
906,2.0,2.0,2.0,2.0,4.0
907,2.0,2.0,2.0,2.0,4.0
908,2.0,2.0,2.0,2.0,4.0
909,2.0,2.0,2.0,2.0,4.0
910,2.0,2.0,2.0,2.0,4.0
911,2.0,2.0,2.0,2.0,4.0
912,2.0,2.0,2.0,2.0,4.0
913,2.0,2.0,2.0,2.0,4.0
914,2.0,2.0,2.0,2.0,4.0
915,2.0,2.0,2.0,2.0,4.0
916,2.0,2.0,2.0,2.0,4.0
917,2.0,2.0,2.0,2.0,4.0
918,2.0,2.0,2.0,2.0,4.0
919,2.0,1.0,2.0,2.0,4.0
920,2.0,2.0,1.0,2.0,4.0
921,2.0,2.0,2.0,1.0,4.0
922,2.0,2.0,2.0,2.0,4.0
923,2.0,2.0,2.0,2.0,4.0
924,2.0,2.0,2.0,2.0,4.0
925,2.0,2.0,2.0,2.0,4.0
926,1.0,2.0,2.0,2.0,4.0
927,1.0,1.0,2.0,2.0,4.0
928,1.0,1.0,1.0,2.0,4.0
929,2.0,1.0,1.0,1.0,4.0
930,1.0,2.0,1.0,1.0,4.0
931,2.0,1.0,2.0,1.0,4.0
932,2.0,2.0,1.0,2.0,4.0
933,2.0,2.0,2.0,1.0,4.0
934,2.0,2.0,2.0,2.0,4.0
935,1.0,2.0,2.0,2.0,4.0
936,2.0,2.0,1.0,2.0,4.0
937,2.0,2.0,2.0,1.0,4.0
938,2.0,2.0,2.0,2.0,4.0
939,1.0,2.0,2.0,2.0,4.0
940,1.0,1.0,1.0,2.0,4.0
941,1.0,1.0,1.0,1.0,4.0
942,2.0,1.0,1.0,1.0,4.0
943,0.0,0.0,0.0,0.0,2.0
944,0.0,0.0,0.0,0.0,2.0
945,0.0,0.0,0.0,0.0,2.0
946,0.0,0.0,0.0,0.0,2.0
947,0.0,0.0,0.0,0.0,2.0
948,0.0,0.0,0.0,0.0,2.0
949,0.0,0.0,0.0,0.0,2.0
950,0.0,0.0,0.0,0.0,2.0
951,0.0,0.0,0.0,0.0,2.0
952,0.0,0.0,0.0,0.0,2.0
953,0.0,0.0,0.0,0.0,2.0
954,0.0,0.0,0.0,0.0,2.0
955,0.0,0.0,0.0,0.0,2.0
956,0.0,0.0,0.0,0.0,2.0
957,0.0,0.0,0.0,0.0,2.0
958,0.0,0.0,0.0,0.0,2.0
959,0.0,0.0,0.0,0.0,2.0
960,0.0,0.0,0.0,0.0,2.0
961,0.0,0.0,0.0,0.0,2.0
962,0.0,0.0,0.0,0.0,2.0
963,0.0,0.0,0.0,0.0,2.0
964,0.0,0.0,0.0,0.0,2.0
965,0.0,0.0,0.0,0.0,2.0
966,0.0,0.0,0.0,0.0,2.0
967,0.0,0.0,0.0,0.0,2.0
968,0.0,0.0,0.0,0.0,2.0
